iter	Logloss
259	0.5554415801
260	0.5553444988
261	0.5552402259
262	0.5551708769
263	0.5550993347
264	0.5550403727
265	0.5549766773
266	0.5548770877
267	0.5548019245
268	0.5547290469
269	0.5546468969
270	0.5545930716
271	0.5545383846
272	0.5544673944
273	0.554414167
274	0.5543557695
275	0.5542879647
276	0.5542284403
277	0.5541861881
278	0.554111641
279	0.5540422024
280	0.553993582
281	0.5539137715
282	0.5538360959
283	0.5537947621
284	0.5537175096
285	0.5536441934
286	0.5535882648
287	0.5535313487
288	0.5534866769
289	0.5534286882
290	0.5533743919
291	0.5533147034
292	0.5532633593
293	0.5531857627
294	0.5531074057
295	0.5530616082
296	0.5529963071
297	0.5529184246
298	0.5528519006
299	0.5527807532
300	0.5527293376
301	0.5526380519
302	0.5525771366
303	0.552495288
304	0.5524381538
305	0.5523629744
306	0.5522908208
307	0.5522395926
308	0.5521746552
309	0.5521135366
310	0.5520509105
311	0.5519939143
312	0.5519312374
313	0.5518711933
314	0.5518110131
315	0.5517519469
316	0.5516912589
317	0.5516390985
318	0.5515791307
319	0.5515313297
320	0.551462719
321	0.5514186924
322	0.5513437456
323	0.5512847708
324	0.5512248336
325	0.5511721054
326	0.5511194338
327	0.5510737022
328	0.5510213153
329	0.5509636262
330	0.5508920188
331	0.5508297733
332	0.5507799008
333	0.5507256244
334	0.5506633838
335	0.5506187896
336	0.5505262587
337	0.5504631282
338	0.5503967687
339	0.550345941
340	0.5503082887
341	0.55025602
342	0.5501999216
343	0.5501157773
344	0.5500649854
345	0.5500238299
346	0.5499722499
347	0.5499020326
348	0.5498511846
349	0.5497924344
350	0.5497367928
351	0.5496739058
352	0.5496357866
353	0.5495940848
354	0.5495567728
355	0.5494865157
356	0.5494325501
357	0.5493881568
358	0.5493274967
359	0.5492674403
360	0.5492027879
361	0.5491586991
362	0.549106539
363	0.5490577493
364	0.5490107222
365	0.548966987
366	0.548913694
367	0.5488354501
368	0.5487733584
369	0.5487163547
370	0.5486210805
371	0.5485718537
372	0.5485179097
373	0.5484693224
374	0.5483887412
375	0.5483044184
376	0.5482593719
377	0.5482082598
378	0.5481427056
379	0.5480936333
380	0.5480404647
381	0.5479880323
382	0.5479127309
383	0.547853493
384	0.5477976582
385	0.5477479793
386	0.5476982901
387	0.5476297872
388	0.5475984808
389	0.5475297586
390	0.5474707799
391	0.5474298378
392	0.5473747788
393	0.547305761
394	0.547259874
395	0.5472111445
396	0.5471668755
397	0.547111509
398	0.5470619894
399	0.5470179182
400	0.5469605002
401	0.5468929715
402	0.5468388873
403	0.546788238
404	0.5467348549
405	0.5466809694
406	0.54663099
407	0.546582562
408	0.5465306066
409	0.5464857428
410	0.5464321221
411	0.5463790717
412	0.5463275796
413	0.5462815078
414	0.5462357693
415	0.546186275
416	0.5461409366
417	0.546101715
418	0.5460431319
419	0.5459880008
420	0.54594043
421	0.5458750563
422	0.5458219877
423	0.5457726913
424	0.5457172131
425	0.5456460398
426	0.5455921286
427	0.5455438146
428	0.5455044247
429	0.5454661291
430	0.5454075998
431	0.5453486853
432	0.5452958642
433	0.5452362855
434	0.5451878148
435	0.5451348073
436	0.5450819906
437	0.5450233432
438	0.5449876942
439	0.5449378064
440	0.5448895362
441	0.5448448535
442	0.544793198
443	0.544737017
444	0.544688627
445	0.5446514077
446	0.5445875779
447	0.5445418095
448	0.5445010472
449	0.5444238129
450	0.544369011
451	0.5443271345
452	0.5442816126
453	0.5442339001
454	0.5441775716
455	0.5441245861
456	0.5440785918
457	0.5440274326
458	0.5439870347
459	0.5439430256
460	0.5439097917
461	0.5438791938
462	0.5438147126
463	0.5437732744
464	0.5437327466
465	0.5436992901
466	0.5436324447
467	0.5435832382
468	0.5435365273
469	0.5434900704
470	0.5434288578
471	0.5433745002
472	0.5433237521
473	0.5432766516
474	0.5432300154
475	0.5431790072
476	0.5431296461
477	0.5430910285
478	0.5430465229
479	0.5430000174
480	0.5429468155
481	0.5428946227
482	0.5428454327
483	0.5427916174
484	0.5427319027
485	0.5426816925
486	0.5426543921
487	0.5426215917
488	0.5425679987
489	0.5425195729
490	0.5424556978
491	0.542406742
492	0.5423571069
493	0.5423055301
494	0.5422575321
495	0.542216855
496	0.5421720164
497	0.5421272545
498	0.5420774913
499	0.5420312057
500	0.5419884779
501	0.5419341092
502	0.5418866305
503	0.5418263278
504	0.541793048
505	0.5417564122
506	0.5417161811
507	0.5416719624
508	0.5416282113
509	0.5415849473
510	0.5415376804
511	0.5414931609
512	0.5414572685
513	0.5414165496
514	0.5413669797
515	0.5413133481
516	0.5412575376
517	0.541217651
518	0.5411650237
519	0.5411144726
520	0.5410731604
521	0.5410309691
522	0.5409857295
523	0.5409411716
524	0.5408993144
525	0.5408449582
526	0.5408005597
527	0.5407739839
528	0.5407299656
529	0.5406923835
530	0.5406448704
531	0.5405999269
532	0.5405258527
533	0.540482371
534	0.5404300343
535	0.5403927346
536	0.5403508576
537	0.5403181072
538	0.5402916453
539	0.5402381789
540	0.5401882573
541	0.5401323618
542	0.5400927593
543	0.5400521381
544	0.540027873
545	0.5399822547
546	0.5399422693
547	0.5399010194
548	0.5398528279
549	0.5398194451
550	0.5397853975
551	0.5397483254
552	0.5396842244
553	0.5396362701
554	0.5395901974
555	0.5395557265
556	0.5395060335
557	0.539445455
558	0.5393769696
559	0.5393308971
560	0.5392981942
561	0.5392628414
562	0.5392098139
563	0.5391567875
564	0.5391120894
565	0.5390751508
566	0.5390262961
567	0.5389783163
568	0.5389406543
569	0.5389018806
570	0.5388572305
571	0.5388191661
572	0.5387709052
573	0.5387375629
574	0.5386790622
575	0.5386526588
576	0.5386001039
577	0.538544043
578	0.5384958451
579	0.5384633839
580	0.5384159615
581	0.5383801016
582	0.5383461124
583	0.5382882179
584	0.5382342212
585	0.5381883372
586	0.5381438984
587	0.5381028422
588	0.5380699912
589	0.5380359948
590	0.5380019671
591	0.5379711447
592	0.5379237564
593	0.5378829057
594	0.5378158125
595	0.5377800836
596	0.5377270374
597	0.5376758766
598	0.5376331949
599	0.5375843468
600	0.5375356402
601	0.5375055024
602	0.5374701322
603	0.5374368617
604	0.5373891163
605	0.5373319437
606	0.5372993332
607	0.5372469435
608	0.5372007219
609	0.5371649312
610	0.5371160017
611	0.5370674743
612	0.5370158452
613	0.5369432911
614	0.5368959151
615	0.5368614696
616	0.5368178214
617	0.5367749746
618	0.5367319092
619	0.5366887368
620	0.5366582944
621	0.5366227844
622	0.5365770405
623	0.5365273486
624	0.5364728812
625	0.5364409867
626	0.5364051519
627	0.5363629071
628	0.5363420047
629	0.536271689
630	0.5362302339
631	0.5361917985
632	0.5361532667
633	0.5361028317
634	0.5360523785
635	0.5360126562
636	0.5359646113
637	0.5359262361
638	0.5358892762
639	0.5358476445
640	0.535797168
641	0.5357732596
642	0.5357358189
643	0.5356843322
644	0.5356405564
645	0.5355955504
646	0.5355441135
647	0.5354923327
648	0.5354460319
649	0.535395987
650	0.5353511632
651	0.5353151866
652	0.53527614
653	0.5352381395
654	0.5352181346
655	0.5351709199
656	0.535137776
657	0.5351016844
658	0.5350541152
659	0.5350114473
660	0.5349655198
661	0.5349262056
662	0.534869711
663	0.5348380528
664	0.5347936466
665	0.534742683
666	0.5347002943
667	0.5346678737
668	0.5346326282
669	0.5346004874
670	0.5345618489
671	0.5345124143
672	0.5344835535
673	0.5344323044
674	0.5343945519
675	0.5343471157
676	0.5343088374
677	0.5342803184
678	0.5342364305
679	0.5341841888
680	0.5341364368
681	0.5340804446
682	0.5340427899
683	0.5339992024
684	0.5339460959
685	0.5339099559
686	0.533865418
687	0.5338221273
688	0.5337612369
689	0.5337145835
690	0.5336741998
691	0.533624206
692	0.5335772334
693	0.5335395374
694	0.5334938041
695	0.5334480313
696	0.5334008531
697	0.5333710645
698	0.5333248329
699	0.5332814664
700	0.5332349125
701	0.5331650781
702	0.5331165987
703	0.5330854778
704	0.5330462354
705	0.5330094081
706	0.5329851167
707	0.5329233692
708	0.5328876871
709	0.5328364782
710	0.5327742177
711	0.5327418579
712	0.5327003179
713	0.5326584325
714	0.5326128949
715	0.532558681
716	0.5325325917
717	0.5324821592
718	0.5324461183
719	0.5323936251
720	0.5323585545
721	0.5323180652
722	0.5322784539
723	0.532238489
724	0.5321920877
725	0.5321465871
726	0.5320993103
727	0.5320414379
728	0.5319915078
729	0.5319523833
730	0.531909202
731	0.5318699146
732	0.5318144841
733	0.5317642095
734	0.5317302301
735	0.5316870326
736	0.5316504711
737	0.5316070652
738	0.5315450643
739	0.5315047184
740	0.5314636878
741	0.5314286472
742	0.5313924765
743	0.5313467565
744	0.5313005687
745	0.5312358398
746	0.5311833645
747	0.5311535908
748	0.531110723
749	0.5310701776
750	0.5310183904
751	0.5309790781
752	0.5309514833
753	0.5309137457
754	0.5308752308
755	0.5308322218
756	0.5307820349
757	0.5307426532
758	0.5306992471
759	0.5306625796
760	0.5306226959
761	0.5305797259
762	0.5305314175
763	0.5304887409
764	0.530450399
765	0.530401621
766	0.5303613283
767	0.5303155286
768	0.5302771279
769	0.5302358032
770	0.5301859068
771	0.5301467241
772	0.5300858351
773	0.5300419961
774	0.5299892692
775	0.5299571163
776	0.5299164871
777	0.5298662627
778	0.5298305516
779	0.5297883687
780	0.5297422949
781	0.5296978905
782	0.5296665433
783	0.5296393027
784	0.5295968735
785	0.5295562482
786	0.5295172251
787	0.5294679274
788	0.5294174219
789	0.5293859715
790	0.5293557566
791	0.5292943389
792	0.529242214
793	0.529198022
794	0.5291530281
795	0.529106093
796	0.5290512692
797	0.5289978421
798	0.5289510869
799	0.5289036522
800	0.528860009
801	0.528816669
802	0.5287772762
803	0.5287281684
804	0.528684082
805	0.528647335
806	0.5285973666
807	0.5285554944
808	0.5285140997
809	0.5284816078
810	0.5284316906
811	0.5284001707
812	0.5283497957
813	0.5283168423
814	0.5282651735
815	0.5282207997
816	0.5281776152
817	0.528143721
818	0.5280942517
819	0.5280507512
820	0.5280076191
821	0.5279584805
822	0.527929637
823	0.5278855945
824	0.5278478907
825	0.5278095789
826	0.5277774754
827	0.5277349066
828	0.5276888497
829	0.5276417771
830	0.5275977035
831	0.5275701796
832	0.5275395475
833	0.5274909475
834	0.52745525
835	0.5274182197
836	0.5273799703
837	0.5273379973
838	0.5273044599
839	0.5272632673
840	0.52721202
841	0.5271735831
842	0.5271280352
843	0.5270817973
844	0.5270397631
845	0.5269996107
846	0.5269614951
847	0.5269226073
848	0.5268709308
849	0.5268283986
850	0.5267813536
851	0.5267438909
852	0.5266897607
853	0.5266492524
854	0.5266215501
855	0.5265944174
856	0.5265468192
857	0.5265009734
858	0.5264527668
859	0.5264128416
860	0.5263671082
861	0.5263278213
862	0.5263102637
863	0.5262789944
864	0.5262320863
865	0.5261832879
866	0.526139914
867	0.5261038361
868	0.5260566934
869	0.5260181657
870	0.525982163
871	0.5259442857
872	0.5259066812
873	0.5258748114
874	0.5258309925
875	0.5257954715
876	0.5257538751
877	0.5256926797
878	0.5256540408
879	0.5256021756
880	0.5255580019
881	0.525491827
882	0.5254372969
883	0.5253938358
884	0.525362836
885	0.5253247475
886	0.5252840169
887	0.5252222431
888	0.5251792915
889	0.5251435231
890	0.5251002505
891	0.5250520425
892	0.5250045937
893	0.5249616128
894	0.5249298684
895	0.5248827709
896	0.5248415895
897	0.5248094609
898	0.5247734505
899	0.5247339255
900	0.5247010801
901	0.5246647489
902	0.5246323472
903	0.5245906724
904	0.52453701
905	0.5245000023
906	0.5244326322
907	0.524360449
908	0.5243168368
909	0.5242792868
910	0.5242454476
911	0.524189769
912	0.5241404859
913	0.5241026271
914	0.5240682471
915	0.5240197204
916	0.5239819826
917	0.5239374113
918	0.5239026702
919	0.5238731724
920	0.5238298262
921	0.5237821343
922	0.5237373805
923	0.5236959041
924	0.523645355
925	0.5236090642
926	0.5235621597
927	0.5235241192
928	0.5234895554
929	0.5234463956
930	0.523414791
931	0.5233698613
932	0.5233262341
933	0.5232751818
934	0.5232403889
935	0.5231802577
936	0.5231348969
937	0.5230973638
938	0.5230502755
939	0.5230151303
940	0.5229777411
941	0.5229217268
942	0.5228715238
943	0.5228287199
944	0.5227791296
945	0.5227364619
946	0.5226933882
947	0.5226484533
948	0.5226056484
949	0.5225671634
950	0.5225246421
951	0.5224840169
952	0.5224421919
953	0.5223868849
954	0.5223452665
955	0.5223116863
956	0.522249945
957	0.5222126234
958	0.5221656815
959	0.5221310784
960	0.5220900413
961	0.5220420565
962	0.5219960573
963	0.5219464977
964	0.5219093919
965	0.5218698808
966	0.5218309548
967	0.5217910754
968	0.5217577441
969	0.521723435
970	0.5216701063
971	0.5216146238
972	0.521564795
973	0.5215074415
974	0.5214568054
975	0.521408205
976	0.5213714365
977	0.5213222354
978	0.521277148
979	0.5212357597
980	0.5211902405
981	0.5211495192
982	0.5211121969
983	0.5210739592
984	0.5210382616
985	0.5210030889
986	0.5209688417
987	0.5209259265
988	0.520880854
989	0.5208503836
990	0.5207905199
991	0.5207470552
992	0.5206993637
993	0.5206645092
994	0.5206145149
995	0.5205630186
996	0.5205280385
997	0.5204836025
998	0.520436642
999	0.5203937129
